t_sched,t_actual,jitter_ns,tau_des_Nm,q_deg,dq_deg_s,ads_voltage,gait_phase,rise_time,peak_time,fall_time,stride1,stride2,stride3,stride4,stride5
256.906005859375,256.906005859375,3851.0,0.0,-11678.2470703125,-1.7772554159164429,0.0012500000884756446,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.9079895019531,256.9079895019531,3127.0,0.0,-11678.2470703125,-2.443726062774658,-0.0016250000335276127,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.9100036621094,256.9100036621094,3217.0,0.0,-11678.2470703125,-1.9994122982025146,0.0001250000059371814,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.9119873046875,256.9120178222656,3233.0,0.0,-11678.2470703125,-1.9994122982025146,0.0005000000237487257,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.91400146484375,256.91400146484375,3861.0,0.0,-11678.2470703125,-1.5550984144210815,-0.0001250000059371814,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.9159851074219,256.916015625,6173.0,0.0,-11678.2470703125,1.5550984144210815,-0.0008750000270083547,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.9179992675781,256.9179992675781,3467.0,0.0,-11678.2470703125,-2.6658830642700195,0.0,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.9200134277344,256.9200134277344,3113.0,0.0,-11678.2470703125,-6.4425506591796875,0.0,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.9219970703125,256.9219970703125,3704.0,0.0,-11678.2470703125,-1.3329415321350098,-0.0001250000059371814,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.92401123046875,256.92401123046875,3368.0,0.0,-11678.2470703125,-1.3329415321350098,0.0,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.9259948730469,256.9259948730469,5643.0,0.0,-11678.2470703125,-4.887452125549316,-0.0002500000118743628,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.9280090332031,256.9280090332031,3789.0,0.0,-11678.2470703125,-1.9994122982025146,0.0006250000442378223,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.92999267578125,256.92999267578125,3509.0,0.0,-11678.2470703125,-4.665295124053955,-0.000375000003259629,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.9320068359375,256.9320068359375,4674.0,0.0,-11678.2470703125,-1.7772554159164429,0.0001250000059371814,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.9339904785156,256.9339904785156,3171.0,0.0,-11678.2470703125,-1.7772554159164429,0.0001250000059371814,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.9360046386719,256.9360046386719,3021.0,0.0,-11678.2470703125,-5.776080131530762,0.0012500000884756446,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.93798828125,256.93798828125,3407.0,0.0,-11678.2470703125,-2.221569299697876,0.000750000006519258,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.94000244140625,256.94000244140625,3276.0,0.0,-11678.2470703125,-1.9994122982025146,0.001125000067986548,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.9419860839844,256.9420166015625,5329.0,0.0,-11678.2470703125,-4.665295124053955,0.0001250000059371814,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.9440002441406,256.9440002441406,3623.0,0.0,-11678.2470703125,-4.665295124053955,-0.000750000006519258,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.9460144042969,256.9460144042969,2935.0,0.0,-11678.2470703125,-4.443138599395752,0.0005000000237487257,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.947998046875,256.947998046875,3433.0,0.0,-11678.2470703125,-5.331766128540039,0.0005000000237487257,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.95001220703125,256.95001220703125,3023.0,0.0,-11678.2470703125,-2.443726062774658,0.0005000000237487257,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.9519958496094,256.9519958496094,4632.0,0.0,-11678.2470703125,-2.221569299697876,-0.0008750000270083547,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.9540100097656,256.9540100097656,3482.0,0.0,-11678.2470703125,-1.3329415321350098,0.001125000067986548,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.95599365234375,256.95599365234375,3313.0,0.0,-11678.2470703125,-1.9994122982025146,0.000375000003259629,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.9580078125,256.9580078125,3755.0,0.0,-11678.2470703125,-5.331766128540039,-0.001125000067986548,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.9599914550781,256.9599914550781,3197.0,0.0,-11678.2470703125,-1.5550984144210815,-0.0006250000442378223,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.9620056152344,256.9620056152344,5584.0,0.0,-11678.2470703125,-2.221569299697876,-0.0006250000442378223,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.9639892578125,256.9639892578125,3341.0,0.0,-11678.2470703125,-1.5550984144210815,-0.001125000067986548,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.96600341796875,256.96600341796875,3098.0,0.0,-11678.2470703125,-1.9994122982025146,-0.000375000003259629,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.9679870605469,256.968017578125,4021.0,0.0,-11678.2470703125,-2.221569299697876,0.0012500000884756446,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.9700012207031,256.9700012207031,3426.0,0.0,-11678.2470703125,-1.9994122982025146,0.0008750000270083547,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.97198486328125,256.9720153808594,5424.0,0.0,-11678.2470703125,-3.110196828842163,0.0001250000059371814,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.9739990234375,256.9739990234375,2829.0,0.0,-11678.2470703125,-2.221569299697876,0.000750000006519258,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.97601318359375,256.97601318359375,2308.0,0.0,-11678.2470703125,0.8886277079582214,0.000750000006519258,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.9779968261719,256.9779968261719,2565.0,0.0,-11678.2470703125,-1.7772554159164429,0.0006250000442378223,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.9800109863281,256.9800109863281,2248.0,0.0,-11678.2470703125,-1.9994122982025146,0.000750000006519258,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
256.98199462890625,256.98199462890625,2431.0,0.0,-11678.2470703125,-5.331766128540039,0.0010000000474974513,1.0,0.699999988079071,0.800000011920929,0.10000000149011612,0.7939964532852173,0.7979998588562012,0.8680005669593811,0.841999351978302,0.790002167224884
