seq,time_sched_sec,time_actual_sec,jitter_ns,q_des_deg,dq_des_deg_s,tau_des_Nm,q_act_deg,dq_act_deg_s,temp_C,merror,ads_voltage,gait_phase
202,0.404000000,0.404003573,3573,0.000000000,0.000000000,0.000000000,-49.641634211,-1.999412333,28.000000000,0,-0.001125000,0.404003573
203,0.406000000,0.406004024,4024,0.000000000,0.000000000,0.000000000,-49.641634211,1.777255336,28.000000000,0,0.000750000,0.406004024
204,0.408000000,0.408004307,4307,0.000000000,0.000000000,0.000000000,-49.641634211,-1.332941510,28.000000000,0,-0.001875000,0.408004307
205,0.410000000,0.410003665,3665,0.000000000,0.000000000,0.000000000,-49.641634211,0.888627685,28.000000000,0,0.000000000,0.410003665
206,0.412000000,0.412003578,3578,0.000000000,0.000000000,0.000000000,-49.641634211,-1.777255302,28.000000000,0,-0.000125000,0.412003578
207,0.414000000,0.414003621,3621,0.000000000,0.000000000,0.000000000,-49.641634211,1.332941510,28.000000000,0,-0.000125000,0.414003621
208,0.416000000,0.416003719,3719,0.000000000,0.000000000,0.000000000,-49.641634211,1.999412265,28.000000000,0,-0.001000000,0.416003719
209,0.418000000,0.418003521,3521,0.000000000,0.000000000,0.000000000,-49.641634211,0.888627685,28.000000000,0,-0.000375000,0.418003521
210,0.420000000,0.420003842,3842,0.000000000,0.000000000,0.000000000,-49.641634211,1.555098423,28.000000000,0,0.000375000,0.420003842
211,0.422000000,0.422004459,4459,0.000000000,0.000000000,0.000000000,-49.641634211,2.221569161,28.000000000,0,0.001000000,0.422004459
212,0.424000000,0.424003539,3539,0.000000000,0.000000000,0.000000000,-49.641634211,2.443726125,28.000000000,0,0.000125000,0.424003539
213,0.426000000,0.426003581,3581,0.000000000,0.000000000,0.000000000,-49.641634211,1.332941510,28.000000000,0,-0.000125000,0.426003581
214,0.428000000,0.428003587,3587,0.000000000,0.000000000,0.000000000,-49.641634211,1.555098423,28.000000000,0,-0.000125000,0.428003587
215,0.430000000,0.430003741,3741,0.000000000,0.000000000,0.000000000,-49.641634211,1.332941510,28.000000000,0,-0.002125000,0.430003741
216,0.432000000,0.432003710,3710,0.000000000,0.000000000,0.000000000,-49.641634211,-1.999412333,28.000000000,0,0.000625000,0.432003710
217,0.434000000,0.434003901,3901,0.000000000,0.000000000,0.000000000,-49.641634211,1.332941510,28.000000000,0,-0.000625000,0.434003901
218,0.436000000,0.436004166,4166,0.000000000,0.000000000,0.000000000,-49.641634211,1.777255336,28.000000000,0,-0.001000000,0.436004166
219,0.438000000,0.438003542,3542,0.000000000,0.000000000,0.000000000,-49.641634211,1.332941510,28.000000000,0,-0.001000000,0.438003542
220,0.440000000,0.440003603,3603,0.000000000,0.000000000,0.000000000,-49.641634211,-1.777255302,28.000000000,0,-0.001000000,0.440003603
221,0.442000000,0.442003665,3665,0.000000000,0.000000000,0.000000000,-49.641634211,2.443726125,28.000000000,0,-0.000500000,0.442003665
222,0.444000000,0.444005411,5411,0.000000000,0.000000000,0.000000000,-49.641634211,1.332941510,28.000000000,0,0.001250000,0.444005411
223,0.446000000,0.446003806,3806,0.000000000,0.000000000,0.000000000,-49.641634211,1.999412265,28.000000000,0,-0.000250000,0.446003806
224,0.448000000,0.448003904,3904,0.000000000,0.000000000,0.000000000,-49.641634211,-1.110784479,28.000000000,0,0.000375000,0.448003904
225,0.450000000,0.450003614,3614,0.000000000,0.000000000,0.000000000,-49.641634211,-1.555098541,28.000000000,0,0.001000000,0.450003614
226,0.452000000,0.452003638,3638,0.000000000,0.000000000,0.000000000,-49.641634211,-2.221569094,28.000000000,0,-0.000375000,0.452003638
227,0.454000000,0.454004477,4477,0.000000000,0.000000000,0.000000000,-49.641634211,2.443726125,28.000000000,0,-0.000375000,0.454004477
228,0.456000000,0.456006594,6594,0.000000000,0.000000000,0.000000000,-49.641634211,-1.332941510,28.000000000,0,-0.000375000,0.456006594
229,0.458000000,0.458003618,3618,0.000000000,0.000000000,0.000000000,-49.641634211,-0.888627718,28.000000000,0,0.000000000,0.458003618
230,0.460000000,0.460004013,4013,0.000000000,0.000000000,0.000000000,-49.641634211,-1.332941510,28.000000000,0,0.001250000,0.460004013
231,0.462000000,0.462004371,4371,0.000000000,0.000000000,0.000000000,-49.641634211,4.443138323,28.000000000,0,0.000375000,0.462004371
232,0.464000000,0.464003932,3932,0.000000000,0.000000000,0.000000000,-49.641634211,-2.221569094,28.000000000,0,0.000875000,0.464003932
233,0.466000000,0.466003715,3715,0.000000000,0.000000000,0.000000000,-49.641634211,-1.555098541,28.000000000,0,-0.000500000,0.466003715
234,0.468000000,0.468003592,3592,0.000000000,0.000000000,0.000000000,-49.641634211,-2.221569094,28.000000000,0,-0.000500000,0.468003592
235,0.470000000,0.470003616,3616,0.000000000,0.000000000,0.000000000,-49.641634211,-1.777255302,28.000000000,0,-0.000500000,0.470003616
236,0.472000000,0.472003566,3566,0.000000000,0.000000000,0.000000000,-49.641634211,1.332941510,28.000000000,0,-0.000500000,0.472003566
237,0.474000000,0.474004035,4035,0.000000000,0.000000000,0.000000000,-49.641634211,-1.777255302,28.000000000,0,-0.001000000,0.474004035
238,0.476000000,0.476003929,3929,0.000000000,0.000000000,0.000000000,-49.641634211,1.332941510,28.000000000,0,-0.000375000,0.476003929
239,0.478000000,0.478003972,3972,0.000000000,0.000000000,0.000000000,-49.641634211,-1.999412333,28.000000000,0,0.000625000,0.478003972
240,0.480000000,0.480003571,3571,0.000000000,0.000000000,0.000000000,-49.641634211,-1.999412333,28.000000000,0,-0.000875000,0.480003571
241,0.482000000,0.482003595,3595,0.000000000,0.000000000,0.000000000,-49.641634211,1.777255336,28.000000000,0,-0.000875000,0.482003595
242,0.484000000,0.484003693,3693,0.000000000,0.000000000,0.000000000,-49.641634211,-1.555098541,28.000000000,0,-0.001250000,0.484003693
243,0.486000000,0.486003514,3514,0.000000000,0.000000000,0.000000000,-49.641634211,-0.888627718,28.000000000,0,0.000750000,0.486003514
244,0.488000000,0.488003742,3742,0.000000000,0.000000000,0.000000000,-49.641634211,1.777255336,28.000000000,0,-0.001125000,0.488003742
245,0.490000000,0.490003840,3840,0.000000000,0.000000000,0.000000000,-49.641634211,1.332941510,28.000000000,0,-0.000625000,0.490003840
246,0.492000000,0.492003457,3457,0.000000000,0.000000000,0.000000000,-49.641634211,0.888627685,28.000000000,0,-0.000250000,0.492003457
247,0.494000000,0.494003278,3278,0.000000000,0.000000000,0.000000000,-49.641634211,-1.999412333,28.000000000,0,-0.000250000,0.494003278
248,0.496000000,0.496005302,5302,0.000000000,0.000000000,0.000000000,-49.641634211,1.332941510,28.000000000,0,0.000125000,0.496005302
249,0.498000000,0.498003974,3974,0.000000000,0.000000000,0.000000000,-49.641634211,0.888627685,28.000000000,0,0.000375000,0.498003974
250,0.500000000,0.500004165,4165,0.000000000,0.000000000,0.000000000,-49.641634211,1.332941510,28.000000000,0,-0.000500000,0.500004165
251,0.502000000,0.502003504,3504,0.000000000,0.000000000,0.000000000,-49.641634211,1.332941510,28.000000000,0,-0.000500000,0.502003504
252,0.504000000,0.504003844,3844,0.000000000,0.000000000,0.000000000,-49.641634211,-1.777255302,28.000000000,0,-0.000875000,0.504003844
253,0.506000000,0.506003312,3312,0.000000000,0.000000000,0.000000000,-49.641634211,-1.999412333,28.000000000,0,-0.000125000,0.506003312
254,0.508000000,0.508003596,3596,0.000000000,0.000000000,0.000000000,-49.641634211,-1.555098541,28.000000000,0,-0.000125000,0.508003596
255,0.510000000,0.510003379,3379,0.000000000,0.000000000,0.000000000,-49.641634211,-1.999412333,28.000000000,0,0.000375000,0.510003379
256,0.512000000,0.512005774,5774,0.000000000,0.000000000,0.000000000,-49.641634211,1.999412265,28.000000000,0,-0.000750000,0.512005774
257,0.514000000,0.514002669,2669,0.000000000,0.000000000,0.000000000,-49.641634211,-1.999412333,28.000000000,0,-0.000125000,0.514002669
258,0.516000000,0.516002563,2563,0.000000000,0.000000000,0.000000000,-49.641634211,2.443726125,28.000000000,0,0.001375000,0.516002563
259,0.518000000,0.518002643,2643,0.000000000,0.000000000,0.000000000,-49.641634211,-1.999412333,28.000000000,0,0.001750000,0.518002643
260,0.520000000,0.520002797,2797,0.000000000,0.000000000,0.000000000,-49.641634211,1.999412265,28.000000000,0,-0.000250000,0.520002797
261,0.522000000,0.522002747,2747,0.000000000,0.000000000,0.000000000,-49.641634211,1.777255336,28.000000000,0,-0.000250000,0.522002747
262,0.524000000,0.524002716,2716,0.000000000,0.000000000,0.000000000,-49.641634211,2.443726125,28.000000000,0,-0.001375000,0.524002716
263,0.526000000,0.526003555,3555,0.000000000,0.000000000,0.000000000,-49.641634211,2.221569161,28.000000000,0,0.000375000,0.526003555
264,0.528000000,0.528004005,4005,0.000000000,0.000000000,0.000000000,-49.641634211,-1.332941510,28.000000000,0,-0.000375000,0.528004005
265,0.530000000,0.530004456,4456,0.000000000,0.000000000,0.000000000,-49.641634211,1.332941510,28.000000000,0,0.001250000,0.530004456
266,0.532000000,0.532004128,4128,0.000000000,0.000000000,0.000000000,-49.641634211,-1.999412333,28.000000000,0,-0.000625000,0.532004128
267,0.534000000,0.534003689,3689,0.000000000,0.000000000,0.000000000,-49.641634211,1.777255336,28.000000000,0,-0.000125000,0.534003689
268,0.536000000,0.536003566,3566,0.000000000,0.000000000,0.000000000,-49.641634211,-2.221569094,28.000000000,0,-0.000125000,0.536003566
269,0.538000000,0.538003534,3534,0.000000000,0.000000000,0.000000000,-49.641634211,2.221569161,28.000000000,0,0.000000000,0.538003534
270,0.540000000,0.540003596,3596,0.000000000,0.000000000,0.000000000,-49.641634211,-1.110784479,28.000000000,0,-0.000125000,0.540003596
271,0.542000000,0.542003972,3972,0.000000000,0.000000000,0.000000000,-49.641634211,-0.888627718,28.000000000,0,0.000500000,0.542003972
272,0.544000000,0.544005959,5959,0.000000000,0.000000000,0.000000000,-49.641634211,0.888627685,28.000000000,0,-0.000250000,0.544005959
273,0.546000000,0.546004261,4261,0.000000000,0.000000000,0.000000000,-49.641634211,1.110784597,28.000000000,0,-0.000750000,0.546004261
274,0.548000000,0.548003341,3341,0.000000000,0.000000000,0.000000000,-49.641634211,1.555098423,28.000000000,0,0.000000000,0.548003341
275,0.550000000,0.550003550,3550,0.000000000,0.000000000,0.000000000,-49.641634211,-1.777255302,28.000000000,0,0.000000000,0.550003550
276,0.552000000,0.552003445,3445,0.000000000,0.000000000,0.000000000,-49.641634211,1.332941510,28.000000000,0,0.000625000,0.552003445
277,0.554000000,0.554004395,4395,0.000000000,0.000000000,0.000000000,-49.641634211,1.332941510,28.000000000,0,-0.003000000,0.554004395
278,0.556000000,0.556005364,5364,0.000000000,0.000000000,0.000000000,-49.641634211,-0.888627718,28.000000000,0,-0.001250000,0.556005364
279,0.558000000,0.558003740,3740,0.000000000,0.000000000,0.000000000,-49.641634211,-0.888627718,28.000000000,0,-0.000500000,0.558003740
280,0.560000000,0.560003468,3468,0.000000000,0.000000000,0.000000000,-49.641634211,2.443726125,28.000000000,0,0.000250000,0.560003468
281,0.562000000,0.562003659,3659,0.000000000,0.000000000,0.000000000,-49.641634211,2.221569161,28.000000000,0,0.000250000,0.562003659
282,0.564000000,0.564003572,3572,0.000000000,0.000000000,0.000000000,-49.641634211,5.109609145,28.000000000,0,-0.000250000,0.564003572
283,0.566000000,0.566003448,3448,0.000000000,0.000000000,0.000000000,-49.641634211,1.777255336,28.000000000,0,-0.000625000,0.566003448
284,0.568000000,0.568003732,3732,0.000000000,0.000000000,0.000000000,-49.641634211,-1.777255302,28.000000000,0,-0.000125000,0.568003732
285,0.570000000,0.570003849,3849,0.000000000,0.000000000,0.000000000,-49.641634211,-0.888627718,28.000000000,0,-0.000125000,0.570003849
286,0.572000000,0.572003725,3725,0.000000000,0.000000000,0.000000000,-49.641634211,2.443726125,28.000000000,0,0.000500000,0.572003725
287,0.574000000,0.574004064,4064,0.000000000,0.000000000,0.000000000,-49.641634211,-1.999412333,28.000000000,0,0.000250000,0.574004064
288,0.576000000,0.576003459,3459,0.000000000,0.000000000,0.000000000,-49.641634211,-0.888627718,28.000000000,0,0.000250000,0.576003459
289,0.578000000,0.578004446,4446,0.000000000,0.000000000,0.000000000,-49.641634211,-1.777255302,28.000000000,0,0.000250000,0.578004446
290,0.580000000,0.580006544,6544,0.000000000,0.000000000,0.000000000,-49.641634211,-0.888627718,28.000000000,0,0.000250000,0.580006544
291,0.582000000,0.582004476,4476,0.000000000,0.000000000,0.000000000,-49.641634211,2.221569161,28.000000000,0,0.000625000,0.582004476
292,0.584000000,0.584005241,5241,0.000000000,0.000000000,0.000000000,-49.641634211,2.443726125,28.000000000,0,0.000875000,0.584005241
293,0.586000000,0.586003951,3951,0.000000000,0.000000000,0.000000000,-49.641634211,1.777255336,28.000000000,0,-0.000125000,0.586003951
294,0.588000000,0.588002956,2956,0.000000000,0.000000000,0.000000000,-49.641634211,-0.888627718,28.000000000,0,-0.000125000,0.588002956
295,0.590000000,0.590002684,2684,0.000000000,0.000000000,0.000000000,-49.641634211,1.777255336,28.000000000,0,-0.000625000,0.590002684
296,0.592000000,0.592004042,4042,0.000000000,0.000000000,0.000000000,-49.641634211,2.221569161,28.000000000,0,0.000250000,0.592004042
297,0.594000000,0.594003066,3066,0.000000000,0.000000000,0.000000000,-49.641634211,1.999412265,28.000000000,0,-0.000500000,0.594003066
298,0.596000000,0.596006146,6146,0.000000000,0.000000000,0.000000000,-49.641634211,-4.665295084,28.000000000,0,0.000375000,0.596006146
299,0.598000000,0.598013115,13115,0.000000000,0.000000000,0.000000000,-49.641634211,-0.888627718,28.000000000,0,-0.000375000,0.598013115
300,0.600000000,0.600009695,9695,0.000000000,0.000000000,0.000000000,-49.641634211,1.777255336,28.000000000,0,-0.000250000,0.600009695
301,0.602000000,0.602010126,10126,0.000000000,0.000000000,0.000000000,-49.641634211,-0.888627718,28.000000000,0,-0.000250000,0.602010126
302,0.604000000,0.604003910,3910,0.000000000,0.000000000,0.000000000,-49.641634211,-1.110784479,28.000000000,0,0.000000000,0.604003910
303,0.606000000,0.606003082,3082,0.000000000,0.000000000,0.000000000,-49.641634211,2.443726125,28.000000000,0,-0.000375000,0.606003082
304,0.608000000,0.608003014,3014,0.000000000,0.000000000,0.000000000,-49.641634211,-1.110784479,28.000000000,0,-0.000500000,0.608003014
305,0.610000000,0.610005335,5335,0.000000000,0.000000000,0.000000000,-49.641634211,-0.888627718,28.000000000,0,-0.000125000,0.610005335
306,0.612000000,0.612003118,3118,0.000000000,0.000000000,0.000000000,-49.641634211,-0.888627718,28.000000000,0,0.001250000,0.612003118
307,0.614000000,0.614002420,2420,0.000000000,0.000000000,0.000000000,-49.641634211,-1.777255302,28.000000000,0,0.001250000,0.614002420
308,0.616000000,0.616002704,2704,0.000000000,0.000000000,0.000000000,-49.641634211,-0.888627718,28.000000000,0,0.000875000,0.616002704
309,0.618000000,0.618004413,4413,0.000000000,0.000000000,0.000000000,-49.641634211,-0.888627718,28.000000000,0,0.001750000,0.618004413
310,0.620000000,0.620006512,6512,0.000000000,0.000000000,0.000000000,-49.641634211,-0.888627718,28.000000000,0,-0.001625000,0.620006512
311,0.622000000,0.622004888,4888,0.000000000,0.000000000,0.000000000,-49.641634211,-1.332941510,28.000000000,0,-0.000750000,0.622004888
312,0.624000000,0.624003523,3523,0.000000000,0.000000000,0.000000000,-49.641634211,-1.110784479,28.000000000,0,0.000375000,0.624003523
313,0.626000000,0.626003733,3733,0.000000000,0.000000000,0.000000000,-49.641634211,2.443726125,28.000000000,0,0.000250000,0.626003733
314,0.628000000,0.628003239,3239,0.000000000,0.000000000,0.000000000,-49.641634211,1.777255336,28.000000000,0,0.000250000,0.628003239
315,0.630000000,0.630003689,3689,0.000000000,0.000000000,0.000000000,-49.641634211,1.999412265,28.000000000,0,0.000875000,0.630003689
316,0.632000000,0.632003176,3176,0.000000000,0.000000000,0.000000000,-49.641634211,-1.332941510,28.000000000,0,-0.000250000,0.632003176
317,0.634000000,0.634003293,3293,0.000000000,0.000000000,0.000000000,-49.641634211,-0.888627718,28.000000000,0,-0.002375000,0.634003293
318,0.636000000,0.636003595,3595,0.000000000,0.000000000,0.000000000,-49.641634211,-1.110784479,28.000000000,0,-0.000875000,0.636003595
319,0.638000000,0.638002971,2971,0.000000000,0.000000000,0.000000000,-49.641634211,1.555098423,28.000000000,0,0.000500000,0.638002971
320,0.640000000,0.640003347,3347,0.000000000,0.000000000,0.000000000,-49.641634211,2.221569161,28.000000000,0,-0.000625000,0.640003347
321,0.642000000,0.642003186,3186,0.000000000,0.000000000,0.000000000,-49.641634211,-1.332941510,28.000000000,0,-0.000625000,0.642003186
322,0.644000000,0.644003081,3081,0.000000000,0.000000000,0.000000000,-49.641634211,1.999412265,28.000000000,0,-0.000500000,0.644003081
323,0.646000000,0.646003383,3383,0.000000000,0.000000000,0.000000000,-49.641634211,1.777255336,28.000000000,0,-0.000375000,0.646003383
324,0.648000000,0.648002833,2833,0.000000000,0.000000000,0.000000000,-49.641634211,2.443726125,28.000000000,0,0.000250000,0.648002833
325,0.650000000,0.650002580,2580,0.000000000,0.000000000,0.000000000,-49.641634211,2.443726125,28.000000000,0,0.000750000,0.650002580
326,0.652000000,0.652002993,2993,0.000000000,0.000000000,0.000000000,-49.641634211,-0.222156896,28.000000000,0,0.000500000,0.652002993
327,0.654000000,0.654002462,2462,0.000000000,0.000000000,0.000000000,-49.641634211,-1.332941510,28.000000000,0,0.000500000,0.654002462
328,0.656000000,0.656002764,2764,0.000000000,0.000000000,0.000000000,-49.641634211,-0.888627718,28.000000000,0,-0.000125000,0.656002764
329,0.658000000,0.658002621,2621,0.000000000,0.000000000,0.000000000,-49.641634211,-1.110784479,28.000000000,0,0.000125000,0.658002621
330,0.660000000,0.660002553,2553,0.000000000,0.000000000,0.000000000,-49.641634211,1.999412265,28.000000000,0,0.000500000,0.660002553
331,0.662000000,0.662003059,3059,0.000000000,0.000000000,0.000000000,-49.641634211,-0.888627718,28.000000000,0,0.000000000,0.662003059
332,0.664000000,0.664002972,2972,0.000000000,0.000000000,0.000000000,-49.641634211,-0.888627718,28.000000000,0,0.001125000,0.664002972
